MAIN_ID,SP_TYPE,DIST(pc),Mdot,Ref,Inclination,Ref,U,A_U,B,A_B,V,A_V,R,A_R,I,A_I,J,A_J,H,A_H,K,A_K,2MASS_FLAG,W1,A_W1,W2,A_W2,IRAC_8,F9,F9_FLAG,IRAS_12,W3,A_W3,IRS_16,F18,F18_FLAG,IRS_22,W4,A_W4,WISE_FLAG,MIPS_24,IRAS_25,F25_FLAG,REF,IRAS_60,F60_FLAG,REF,F65,F65_FLAG,REF,70,REF,F90,F90_FLAG,REF,IRAS_100,F100_FLAG,Ref,F140,F140_FLAG,REF,F160,F160_FLAG,REF,350,REF,450,REF,600,REF,750,REF,800,REF,850,REF,870,REF,890,REF,1100,REF,1200,REF,1300,REF,1400,REF,2000,REF,2600,REF,2700,REF,3000,REF,3100,REF,3200,REF,3300,REF,3400,REF,3500,REF,6800,REF,7000,REF,13000,REF,36000,REF,60000,REF,MAIN_ID,MEEUS_GRP,Ref,Refs for Why Stars are Added,RA,DEC,Teff,V_correc,V_abs,BC_V,M_Bol,L(L_SUN)
lkh 132,B4,,,,,,,4.973884598,16,4.227352113,15.13,3.193,15.3,2.392501408,,1.529042254,12.6,0.89943662,12.202,0.561248451,11.945,0.343584789,000,11.723,0.16849446,11.588,0.104128902,null|,      null|, null,null|,11.278,0.087038482,null|,      null|,null,null|,8.736,0.056801581,00DH ,null|,null|,null|,,null|,null|,,null|,null|,,,,null|,null|,,null|,null|null|,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lkh 132,,,,20 46 41,+43 46 48,16700,11.937,#NUM!,-1.53,#NUM!,#NUM!
V2018 Cyg,B9e,43,,,,,,3.476894009,12.27,2.955045541,11.61,2.232002483,,1.67243003,,1.06884626,10.603,0.628733094,10.236,0.392329451,9.815,0.240176042,000,9.118,0.117782666,8.033,0.072789216,null|,2.068,3,null|,2.25,0.060842501,null|,7.517,3,null|,-0.255,0.039706004,000h ,null|,null|,null|,,null|,null|,,null|,null|,,,,null|,null|,,null|,null|null|,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V2018 Cyg,,,,20 46 45,+43 45 11,10700,9.377997517,6.210655239,-0.42,5.790655239,0.379960022
v517 cyg,A0/5,,,,,,,4.283335493,13.786,3.640447887,12.899,2.7497,,2.060338592,,1.316757746,10.775,0.77456338,10.18,0.483327549,9.396,0.295883211,000,7.928,0.14510154,7.209,0.089672171,null|,0.5625,3,null|,4.543,0.074954498,null|,0.5804,3,null|,2.958,0.048915536,000p ,null|,null|,null|,,null|,null|,,null|,null|,,,,null|,null|,,null|,null|,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v517 cyg,,,,20 47 23,+43 44 39,9700,10.1493,#NUM!,-0.24,#NUM!,#NUM!
V1977 Cyg,B8Ve,826,8.32E-06,"Mendigutia, Calvet, et al. 2011",,,11.9,3.621764432,11.56,3.078172302,10.9,2.325002483,10.18,1.742114537,9.9499998,1.113381471,8.653,0.654930277,7.701,0.408676493,6.623,0.250183366,000,5.335,0.122690272,4.32,0.075822097,2.30E+00,2.557,3,2.09E+00,2.974,0.063377603,2.26E+00,2.298,3,2.58E+00,1.357,0.041360419,hhhH ,2.47E+00,2.53E+00,3,,null|,null|,,null|,null|,,,,null|,null|,,null|,null|null|,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V1977 Cyg,,,,20 47 37,+43 47 24,12500,8.574997517,-1.00990272,-0.81,-1.81990272,420.6889336
lkh 134,B3,700,,,,,,2.607667606,11.77,2.21628169,11.42,1.674,,1.254321127,,0.801633803,9.457,0.471549296,8.867,0.294246761,8.24,0.180131831,0s0 ,7.169,0.088336901,6.554,0.054591851,null|,3.444,3,null|,  null ,0.045631825,null|,10.64,3,null|,-0.619,0.02977947,hhhh ,null|,null|,null|,,null|,null|,,null|,null|,,,,null|,null|,,null|,null|null|,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lkh 134,,,,20 48 04,+43 47 25,17000,9.746,0.5205098,-1.58,-1.0594902,208.8315347
lkh 135,B7e,739,,,,,,2.945698592,11.6,2.503577465,11.1,1.891,,1.41691831,,0.905549296,8.717,0.532676056,7.745,0.332389859,6.782,0.203482254,000,5.395,0.099787981,4.401,0.061668573,null|,3.353,3,null|,2.499,0.051547062,null|,3.465,3,null|,0.821,0.033639771,0hoo ,null|,null|,null|,,null|,null|,,null|,null|,,,,null|,null|,,null|,null|null|,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lkh 135,,,,20 48 20,+43 39 48,14000,9.209,-0.134222192,-1.07,-1.204222192,238.6101297
lkh 147,B2e,,,,,,,8.383172061,15.869,7.12493828,14.353,5.381602318,,4.032411878,12.147,2.577105335,10.565,1.515944315,9.997,0.945949252,9.483,0.579090728,000,8.959,0.283986902,8.567,0.175502768,null|,      null|, null,null|,7.625,0.146697931,null|,      null|,null,null|,6.382,0.095735522,0000,null|,null|,null|,,null|,null|,,null|,null|,,,,null|,null|,,null|,null|null|,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lkh 147,,,,20 51 02,+43 49 31,20600,8.971397682,#NUM!,-2.06,#NUM!,#NUM!
lkh 167,A1/9e,,,,,,17,9.175126761,17.27,7.798028169,15.34,5.89,13.49,4.413352113,,2.82056338,10.234,1.65915493,9.059,1.035312676,8.12,0.633797183,000,6.482,0.310815023,5.646,0.19208244,null|,1.578,3,null|,3.329,0.160556423,null|,1.401,3,null|,1.84,0.104779616,0h00 ,null|,null|,null|,,null|,null|,,null|,null|,,,,null|,null|,,null|,null|null|,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lkh 167,,,,20 52 04,+44 37 30,9200,9.45,#NUM!,-0.15,#NUM!,#NUM!
lkh 168,F6III,700,,,,,15.78,3.621760563,14.73,3.078169014,13.48,2.325,12.27,1.742112676,,1.113380282,10.265,0.654929577,9.229,0.408676056,8.338,0.250183099,000,6.904,0.122690141,6.221,0.075822016,6.58E-01,1.021,3,1.06E+00,3.733,0.063377535,1.15E+00,1.307,3,1.61E+00,1.726,0.041360375,0h00 ,1.55E+00,1.58E+00,3,,null|,null|,,null|,null|,,,,null|,null|,,null|,null|null|,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lkh 168,,,,20 52 06,+44 17 16,6340,11.155,1.9295098,-0.05,1.8795098,13.93785943
lkh 169,B3V(e),264,,,,,,4.780724865,11.1,4.063183881,10.3,3.069000591,,2.299589175,,1.469662255,8.901,0.864507209,8.698,0.539452498,8.623,0.330241754,000,8.549,0.161951017,8.545,0.10008508,null|,      null|, null,null|,7.871,0.083658363,null|,      null|,null,null|,4.393,0.054595705,0h00 ,null|,null|,null|,,null|,null|,,null|,null|,,,,null|,null|,,null|,null|null|,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lkh 169,,,,20 52 07,+44 03 44,17000,7.230999409,0.122979775,-1.58,-1.457020225,301.1674905
v751 cyg,A0e,,,,,,,1.110673239,14.24,0.943971831,14.01,0.713,13.95,0.534247887,,0.34143662,13.622,0.20084507,13.429,0.125327324,13.237,0.076722817,000,12.804,0.037624977,12.584,0.023252085,null|,      null|,null,null|,11.022,0.019435777,null|,      null|,null,null|,8.56,0.012683848,dd00 ,null|,null|,null|,,null|,null|,,null|,null|,,,,null|,null|,,null|,null|,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v751 cyg,,,,20 52 12,+44 19 26,9700,13.297,#NUM!,-0.24,#NUM!,#NUM!
lkh 176,B5ne,,,,,,,4.40405775,12.872,3.743050891,12.1,2.827198013,,2.118407525,10.992,1.353869471,10.216,0.796393807,9.942,0.496949735,9.664,0.304222434,000,9.129,0.149191106,8.746,0.092199506,null|,      null|, null,null|,7.643,0.077067029,null|,      null|,null,null|,6.773,0.05029418,0h00 ,null|,null|,null|,,null|,null|,,null|,null|,,,,null|,null|,,null|,null|null|,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lkh 176,,,,20 52 58,+44 15 03,15700,9.272801987,#NUM!,-1.35,#NUM!,#NUM!
lkh 183,B1:Ve,,,,,,,4.442692958,12.77,3.775887324,12.11,2.852,11.16,2.136991549,,1.365746479,10.303,0.803380282,9.989,0.501309296,9.711,0.306891268,000,9.298,0.150499906,8.982,0.093008339,null|,      null|, null,null|,8.028,0.07774311,null|,      null|,null,null|,6.159,0.050735393,0000,null|,null|,null|,,null|,null|,,null|,null|,,,,null|,null|,,null|,null|null|,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lkh 183,,,,20 55 10,+45 03 02,26000,9.258,#NUM!,-2.61,#NUM!,#NUM!
lkh 192,B0e,,,,,,,8.214152958,15.617,6.981287324,14.216,5.2731,16.5,3.951111549,12.176,2.525146479,10.393,1.485380282,9.7,0.926877296,9.084,0.567415268,sss ,8.459,0.278261239,8.141,0.171964332,null|,0.05721,3,null|,7.372,0.14374025,null|,      null|,0,null|,5.908,0.09380533,0d00 ,null|,null|,null|,,null|,null|,,null|,null|,,,,null|,null|,,null|,null|null|,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lkh 192,,,,20 59 17,+44 17 46,31500,8.9429,#NUM!,-3.02,#NUM!,#NUM!
lkh 193,Be,,,,,,,2.221346479,13.99,1.887943662,13.67,1.426,11.74,1.068495775,,0.401690141,11.971,0.250654648,11.648,0.153445634,11.42,0.075249953,000,11.034,0.04650417,10.777,0.038871555,null|,      null|, null,null|,10.446,0.025367696,null|,      null|,null,null|,8.825,0.047426578,0o00 ,null|,null|,null|,,null|,null|,,null|,null|,,,,null|,null|,,null|,null|null|,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lkh 193,,,,20 59 31,+44 35 44,99.99,12.244,#NUM!,99.99,#NUM!,#NUM!
hd 200775,B3,429,,,55,Cauley 2014,7.39,2.84911831,7.77,2.421492958,7.37,1.829,6.84,1.370461972,6.35,0.875859155,6.111,0.515211268,5.465,0.321491831,4.651,0.196810704,000,3.35,0.096516244,1.235,0.059646652,8.33E+00,11.31,3,null,1.03,0.049856994,null,      null|,0,null,-2.016,0.032536828,HHHH ,null,89.2,3,,null|,null|,,null|,null|,,,,null|,null|,,null|,null|,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,0.02,"Hillenbrand 1992, upper limit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hd 200775,I,Acke et al. 2008,,21 01 36,+68 09 47,17000,5.541,-2.621286461,-1.58,-4.201286461,3771.504102
lkh 194,B3e,,,,,,,2.317926761,14.03,1.970028169,13.74,1.488,12.81,1.114952113,,0.71256338,12.01,0.41915493,11.716,0.261552676,11.402,0.160117183,000,10.753,0.07852169,10.432,0.04852609,null|,      null|, null,null|,9.499,0.040561623,null|,      null|,null,null|,8.646,0.02647064,dd00 ,null|,null|,null|,,null|,null|,,null|,null|,,,,null|,null|,,null|,null|null|,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lkh 194,,,,21 01 40,+44 19 44,17000,12.252,#NUM!,-1.58,#NUM!,#NUM!
lkh 324,B8,780,,,,,14.4,5.843107042,13.77,4.966112676,12.65,3.751,11.57,2.810608451,10.76,1.796253521,10.02,1.056619718,9.815,0.659330704,9.574,0.403628732,00c ,8.743,0.197940094,8.177,0.122326186,null|,7.476,3,null|,4.177,0.10224909,null|,      null|,0,null|,1.968,0.066728071,hhdd ,null|,null|,null|,,null|,null|,,null|,null|,,,,null|,null|,,null|,null|,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lkh 324,,,,21 03 54,+50 15 09,12500,8.899,-0.561473013,-0.81,-1.371473013,278.3487052
HD 203024,A0,420,,,,,,0.734010141,9.015,0.623842254,8.863,0.4712,8.77,0.353068169,,0.22564507,8.377,0.132732394,8.209,0.082825014,8.12,0.050703775,000,7.607,0.024865202,6.847,0.015366595,1.27E+00,2.118,3,null,2.408,0.012844514,null,6.987,3,null,-0.055,0.008382369,0000,null,1.08E+01,3,,4.26E+00,3,,2.17,1,,,,1.942,3,,3.58E+00,1,,1.452,1,,null,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HD 203024,I,Acke et al. 2010,,21 16 03,+68 54 52,9700,8.3918,0.275553548,-0.24,0.035553548,76.16905733
v645 cyg,A0,3500,,,,,,5.311915493,14.57,4.514647887,13.47,3.41,,2.555098592,,1.632957746,10.942,0.96056338,9.209,0.599391549,6.848,0.366935211,000,1.59,0.17994554,-0.156,0.111205623,null|,67.260002,3,null|,-0.915,0.092953718,null|,143,3,null|,-3.203,0.060661883,HHHH ,null|,2.19E+02,3,,3.71E+02,3,,null|,null|,,,,null|,null|,,4.55E+02,3,,null|,null|,,null|,null|,,,,20.8,,,,,,,,2.4,,,,,,,,,,,,,,,,,,0.0033,,,,,,,,,,,,,,,,,,0.00091,,0.00055,,,,v645 cyg,III?,Acke & van den Ancker (2004),,21 39 58,+50 14 20,9700,10.06,-2.660340222,-0.24,-2.900340222,1137.983824
bd +65 1637,B4,1250,,,,,10.23,2.800828169,10.6,2.380450704,10.18,1.798,9.66,1.347233803,9.39,0.861014085,8.973,0.506478873,8.729,0.316042817,8.474,0.19347493,000,7.901,0.094880376,7.509,0.058635692,null|, ,0,null|,6.174,0.049011961,null|,7.893,3,null|,0.339,0.031985356,hddd ,null|,null|,null|,,null|,null|,,null|,null|,,,,null|,null|,,null|,null|null|,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,0.02,"Hillenbrand 1992, upper limit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bd +65 1637,I,Baines et al. 2012,,21 42 50,+66 06 35,16700,8.382,-2.102550065,-1.53,-3.632550065,2233.675219
V373 Cep,B8,1250,,,,,13.65,4.684143662,13.61,3.981098592,12.73,3.007,11.98,2.253132394,11.2,1.439971831,9.528,0.847042254,8.201,0.528554366,7.081,0.323570141,000,4.688,0.158679249,2.903,0.09806314,null|,5.844,3,null|,1.32,0.081968279,null|,18.719999,3,null|,-1.749,0.053492751,hhdh ,null|,75.5,3,,null|,null|,,null|,null|,,,,null|,null|,,null|,null|,,null|,null|,,null|,null|,,,,43.5,,,,,,,,8.69,,,,,,,,,,2.69,,,,,,,,0.92,,,,,,,,,,,,,,,,,,,,,,,,V373 Cep,I,Baines et al. 2012,,21 43 06,+66 06 54,12500,9.723,-0.761550065,-0.81,-1.571550065,334.6724986
v1578 cyg,A0,1200,,,,,9.52,0.386321127,9.97,0.328338028,9.89,0.248,9.74,0.185825352,9.5,0.118760563,8.44,0.069859155,7.54,0.043592113,6.58,0.026686197,000,5.389,0.013086948,4.552,0.008087682,null|,      null|, null,null|,3.493,0.00676027,null|,      null|,null,null|,2.01,0.004411773,hh00 ,null|,1.8,3,,null|,null|,,null|,null|,,,,null|,null|,,null|,null|,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,0.02,"Hillenbrand 1992, upper limit",,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,v1578 cyg,II,Acke et al. 2008,,21 52 34,+47 13 43,9700,9.642,-0.75390623,-0.24,-0.99390623,196.5904841
lkh 257,B5/A2e,9338,,,,,,2.173056338,13.3,1.846901408,12.99,1.395,12.61,1.045267606,,0.668028169,11.278,0.392957746,10.494,0.245205634,9.725,0.150109859,000,8.867,0.073614085,8.345,0.04549321,8.67E-02,0.09002,3,9.24E-02,6.329,0.038026521,1.86E-01,0.3178,3,4.92E-01,3.065,0.024816225,HHd0 ,5.18E-01,5.11E-01,3,,null|,null|,,null|,null|,,,,null|,null|,,null|,null|,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lkh 257,,,,21 54 18,+47 12 09,15700,11.595,-3.256269348,-1.35,-4.606269348,5476.558602
bh cep,F5IIIe,450,5.01E-09,"Mendigutia, Calvet, et al. 2011",,,12,1.014092958,11.79,0.861887324,11.16,0.651,10.63,0.487791549,9.98,0.311746479,9.686,0.183380282,8.993,0.114429296,8.31,0.070051268,000,7.32,0.034353239,6.846,0.021230164,3.03E-01,0.4807,3,4.39E-01,4.684,0.01774571,4.98E-01,0.7669,3,9.53E-01,2.225,0.011580905,0000,9.53E-01,9.63E-01,3,,1.39E+00,3,,1.148,1,,,,1.169,3,,1.06E+01,1,,1.124,1,,0.05771,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bh cep,,,,22 01 42,+69 44 36,6510,10.509,2.242937431,-0.04,2.202937431,10.34725203
bo cep,F5Ve,400,1.17E-07,"Mendigutia, Calvet, et al. 2011",,,12.13,0.676061972,12.16,0.574591549,11.6,0.434,11.06,0.325194366,10.58,0.207830986,10.319,0.122253521,9.849,0.076286197,9.581,0.046700845,000,8.853,0.02290216,8.501,0.014153443,7.75E-02,0.08411,3,5.12E-02,7.006,0.011830473,6.93E-02,0.1178,3,2.59E-01,3.855,0.007720603,hh0d ,2.94E-01,3.06E-01,3,,1.28E+00,3,,1.719,1,,,,1.566,3,,9.77E+00,1,,null,1,,1.696,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bo cep,,,,22 16 54,+70 03 45,6510,11.166,3.155700043,-0.04,3.115700043,4.463956796
sv cep,A0,440,5.01187E-07,"Mendigutia, Calvet, et al. 2011",,,11.63,1.883315493,11.37,1.600647887,10.98,1.209,10.58,0.905898592,10.04,0.578957746,9.35,0.34056338,8.56,0.212511549,7.744,0.130095211,000,6.726,0.063798873,5.935,0.039427448,null|,2.527,3,null|,2.55,0.032956318,null|,3.459,3,null|,0.742,0.021507395,0000,null|,5.22E+00,3,,2.67E+00,3,,2.888,1,,,,1.858,3,,1.76E+00,2,,1.549,1,,0.6989,1,,,,,,,,,,,,,,,,,,,,,,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sv cep,II,Acke et al. 2008,,22 21 33,+73 40 27,9700,9.771,1.553736618,-0.24,1.313736618,23.4695819
V375 Lac,A4,880,,,,,15.09,3.525180282,14.41,2.996084507,13.56,2.263,12.64,1.695656338,12.11,1.083690141,11.294,0.637464789,10.307,0.397778028,8.921,0.243511549,000,6.547,0.119418404,5.031,0.073800095,null|,2.371,3,null|,2.233,0.061687468,null|,10.22,3,null|,-0.655,0.040257431,0000,null|,21.4,3,,30.4,3,,23.049999,3,,,,23.17,3,,63.2,3,,21.15,3,,23.530001,3,,,,,,,,,,,,,,,,,,,,,,0.04,"Hillenbrand 1992, upper limit",,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,V375 Lac,,,,22 34 41,+40 40 04,8270,11.297,1.574586639,-0.04,1.534586639,19.14984858
lkh 350,B8e,7663,,,,,16.42,9.754608451,15.97,8.290535211,14.04,6.262,,4.692090141,,2.998704225,9.578,1.763943662,8.869,1.100700845,8.316,0.673826479,000,7.777,0.330445446,7.432,0.204213963,null|,0.1235,3,null|,6.748,0.170696828,null|,      null|,0,null|,6.391,0.111397276,hh00 ,null|,null|,null|,,null|,null|,,null|,null|,,,,null|,null|,,null|,null|,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lkh 350,,,,22 49 07,+62 11 08,12500,7.778,-6.643994128,-0.81,-7.453994128,75439.3002
HD 216629,B3IVe+A3,720,,,,,9.8299999,3.718340477,9.8900003,3.160253208,9.3100004,2.386999763,,1.788568837,,1.143070309,7.547,0.6723943,7.293,0.419574043,7.096,0.256854622,000,5.834,0.125961865,5.082,0.077843929,2.21E-01,1.939,3,2.97E-01,2.933,0.065067596,1.07E+00,1.988,3,1.44E+00,1.355,0.042463314,ddhh ,1.33E+00,1.37E+00,3,,5.21E+00,1,,null|,null|,,,,null|,null|,,4.92E+01,1,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HD 216629,,,,22 53 15,+62 08 44,17000,6.923000637,-2.363661845,-1.58,-3.943661845,2974.84771
BHJ 71,B5Vep,668,,,,,10.09,3.573472265,11.5,3.037128326,10.9,2.294001183,,1.718885393,,1.098535778,7.939,0.646197516,7.52,0.40322725,7.091,0.246847451,000,6.97,0.121054335,6.623,0.074811094,null|,0.3227,3,null|,5.581,0.062532534,null|,0.2274,3,null|,3.904,0.040808924,000d ,null|,null|,null|,,null|,null|,,null|,null|,,,,null|,null|,,null|,null|null|,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BHJ 71,,,,23 05 07,+62 15 36,15700,8.605998817,-0.517883495,-1.35,-1.867883495,439.6968944
V374 Cep,B5,668,,,,,10.09,3.573470423,11.5,3.037126761,10.9,2.294,,1.718884507,,1.098535211,7.939,0.646197183,7.52,0.403227042,7.091,0.246847324,000,6.97,0.121054272,6.623,0.074811056,null|,0.3227,3,null|,5.581,0.062532501,null|,0.2274,3,null|,3.904,0.040808903,000d,null|,null|,null|,,null|,null|,,null|,null|,,,,null|,null|,,null|,null|,,null|,null|,,null|,null|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V374 Cep,,,Cauley,23 05 07.4574,+62 15 36.544,15700,8.606,-0.517882312,-1.35,-1.867882312,439.6964153
mwc 1080,B0eq,2200,,,83,Cauley 2014,13.02,8.01616338,12.88,6.813014085,11.52,5.146,9.98,3.855876056,8.73,2.46428169,7.461,1.449577465,5.98,0.904536338,4.826,0.553738592,000,2.21,0.271554178,0.795,0.167819395,1.70E+01,21.6,3,1.53E+01,0.344,0.140275611,1.39E+01,17.24,3,1.70E+01,-0.984,0.091544296,0hoo ,1.72E+01,28.4,3,,1.47E+02,3,,158.600006,3,,,,122.599998,3,,246.2,1,,162.199997,3,,219,3,,,,3.79,,1.61,,0.774,,0.638,,0.25,,,,,,0.246,,,,0.54,"Hillenbrand 1992, extended",0.0021,,,,,,0.011,,,,,,,,,,,,,,,,,,,,,,,,mwc 1080,I,Acke et al. 2008,,23 17 25,+60 50 43,31500,6.374,-5.338113404,-3.02,-8.358113404,173478.3815
lkh 259,A9e,,,,,,16.75,6.084557746,16.55,5.171323944,15.02,3.906,13.34,2.926749296,,1.870478873,10.692,1.10028169,9.889,0.686575775,9.265,0.420307606,000,7.99,0.206119437,7.066,0.127380987,null|,9.892,3,null|,3.197,0.106474259,null|,10.26,3,null|,0.227,0.069485429,0hhh ,null|,1.17E+01,3,,9.61E+01,3,,91.589996,3,,,,106.099998,3,,2.00E+02,3,,137.300003,3,,177.699997,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,lkh 259,,,,23 58 41,+66 26 12,7440,11.114,#NUM!,0,#NUM!,#NUM!
HD 45677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vieira,,,,,,,,
HD 50138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
